,Request Id,completed_at,cdf
0,0,0.010224871938177702,0.16666666666666666
1,1,0.010478160328605091,0.3333333333333333
2,2,0.013694400969354746,0.5
3,3,0.016220262826055883,0.6666666666666666
4,4,0.029556189554136712,0.8333333333333334
5,5,0.040847919642122636,1.0
