,Request Id,decode_arrived_at,cdf
0,0,0.010223863938177698,0.16666666666666666
1,1,0.010477152328605088,0.3333333333333333
2,2,0.013693392969354743,0.5
3,3,0.01621925482605588,0.6666666666666666
4,4,0.02955518155413671,0.8333333333333334
5,5,0.04084691164212263,1.0
